mode,entry_gate,exit_gate,volume,n_od_pairs
3,14,159,0.9398437551426468,891
3,146,125,0.9395625103934435,189
3,149,127,0.9391249880281975,92
3,4,0,0.9389999732375145,2
1,114,140,0.9386874937335961,88
1,165,13,0.9379687622422352,321
2,60,131,0.936156251700595,105
1,74,168,0.9349999916739762,16
3,149,13,0.9343437568750232,417
3,119,81,0.9341875041136518,112
2,67,43,0.9334375113248825,12
2,33,141,0.93343748600455,80
4,138,13,0.9334374768659472,81
5,112,103,0.9334374759346247,85
3,73,81,0.9318437476031249,104
1,117,170,0.9316250085830688,9
4,156,127,0.9300000034272671,14
3,39,85,0.9298124933848158,20
1,16,43,0.9287812423717696,483
3,142,171,0.9284062510123476,106
3,114,167,0.9282500036497368,83
1,145,81,0.928031255636597,168
3,137,10,0.9280000037397258,323
3,51,122,0.9279999732971191,4
3,139,170,0.9278125058626756,82
2,134,43,0.9261874945950694,166
5,114,123,0.925937500258442,179
3,86,41,0.9252812471240759,13
6,108,91,0.9243750125169754,6
3,111,38,0.9243750028545037,13
5,145,148,0.9243749873712659,47
5,86,96,0.9243749845772982,60
5,114,94,0.9243749806773849,111
4,19,153,0.924374976195395,85
4,112,160,0.9243749734014273,91
3,134,71,0.9234687620191835,189
1,33,167,0.9225625065155327,37
2,9,26,0.9225624973187223,114
2,12,57,0.9209999973536469,455
3,33,101,0.9207500003976747,61
3,145,162,0.9162187520996667,52
2,19,151,0.9162187477922998,231
2,119,171,0.915625009307405,16
4,116,85,0.9153124932199717,50
4,165,104,0.9153124876320362,59
6,64,133,0.9153124839067459,5
4,113,10,0.9153124811127782,62
3,155,133,0.9150937522063032,125
3,146,10,0.9144062560517341,304
3,116,38,0.9135000156238675,12
4,14,85,0.9131249747588299,240
5,119,100,0.9118749967310578,119
2,75,81,0.911156248068437,208
2,21,58,0.9089687466621399,2
2,3,147,0.9084062543697655,33
3,12,97,0.9080624995403923,109
3,4,147,0.90721875539748,67
4,156,129,0.9065624964423478,44
4,77,43,0.9062500009313226,28
2,136,92,0.9062499977881089,112
3,150,58,0.9062499973224476,221
2,60,84,0.9062499972060323,56
2,114,43,0.9053437495022081,97
1,79,167,0.905343746591825,87
3,33,100,0.903531257470604,75
3,111,147,0.9016875078668818,160
2,175,93,0.9007812548079528,58
3,19,92,0.8999062514631078,109
2,19,103,0.8999062438961118,86
6,108,93,0.897187520749867,9
4,12,128,0.897187476977706,81
4,0,157,0.8968749884516001,25
2,117,81,0.8968437477742555,400
4,77,159,0.8965624910197221,47
2,150,125,0.8961249981075525,202
3,115,38,0.8935624961159192,35
3,138,22,0.8927812467445619,2192
2,116,28,0.8926562457345426,24
2,114,167,0.8918749956501415,147
2,116,130,0.8908437512000091,95
2,39,92,0.8899374913889915,11
4,67,41,0.8881250023841858,1
2,136,10,0.8881249953410588,364
4,9,132,0.8881249781697989,77
2,149,170,0.8869999976595864,16
4,86,90,0.8868749979301356,31
2,51,84,0.8863125275820494,8
1,1,141,0.8863124963245355,76
4,156,148,0.8849999941885471,10
5,142,168,0.884374986635521,149
6,136,22,0.8840624991571531,23
2,33,31,0.8840624957811087,42
4,142,160,0.8818749909405597,146
2,86,101,0.8808749846648425,23
3,74,168,0.8803437536698766,186
3,79,94,0.8790624849498272,12
4,118,71,0.8790624802932143,67
4,19,93,0.8790624793618917,77
3,173,128,0.8759062564349733,69
2,154,90,0.8734062543226173,322
3,33,31,0.8734062356816139,37
3,49,85,0.8727187514305115,5
3,19,100,0.8725312527240021,168
4,77,0,0.8725000051199459,11
2,120,28,0.8718125009909272,28
1,73,140,0.8718124976148829,115
1,2,104,0.8718124706065282,166
2,137,92,0.8709062542184256,92
3,150,95,0.8702500079671154,72
1,165,71,0.8700000048847869,140
3,12,92,0.87000000057742,126
2,51,131,0.8690937530482188,21
3,146,126,0.8690625028684735,105
1,173,159,0.8690000176429749,1
1,19,98,0.8681875094771385,5
3,116,148,0.8655624979874119,143
1,149,167,0.865000014193356,2
2,19,132,0.8645624962518923,227
4,121,125,0.8637499948963523,54
2,121,71,0.863656250119675,142
1,173,22,0.8629999969125492,1826
3,14,94,0.862750003405381,65
2,138,125,0.861375002306886,253
4,60,122,0.8609374901279807,34
4,60,101,0.860937480814755,69
4,14,130,0.8609374752268195,83
3,114,160,0.8607187590241665,224
2,150,63,0.8603125057416037,125
3,64,159,0.8600312563357875,87
3,150,90,0.8592500050872331,127
4,155,109,0.8574999877600931,101
2,33,85,0.8573124934919178,24
2,146,98,0.8572812589118257,118
3,149,123,0.8567812557448633,114
2,14,148,0.8554687480209395,1315
3,117,171,0.8536875039571896,20
5,145,0,0.85187500808388,13
5,117,161,0.8518749997019768,31
4,121,13,0.8518749801442027,71
3,155,168,0.8502500089816749,46
4,156,93,0.8496874830452725,64
3,12,168,0.8494687571655959,95
4,83,126,0.8484374935505912,206
3,0,71,0.8482500026002526,11
2,83,28,0.8482500001555309,42
3,124,127,0.8462500032619573,193
2,3,133,0.846000000834465,13
3,73,161,0.845531252794899,12
5,114,98,0.8446874977089465,196
1,117,96,0.8441249851020984,33
1,3,167,0.843999981880188,1
2,156,122,0.8430000066582579,28
4,88,103,0.8428125167265534,9
4,51,92,0.8428125008940697,3
3,146,63,0.841312504679081,92
3,175,128,0.8411250017816201,35
1,3,129,0.8403437503729947,32
3,150,82,0.8394062548613874,188
2,39,161,0.8391875192755833,16
2,145,122,0.8380000181496143,8
1,173,82,0.837937494070502,176
1,136,43,0.8373750027967617,164
4,119,94,0.8362500015646219,24
5,3,164,0.8362499978393316,16
3,0,170,0.835999991511926,2
3,120,161,0.8303125035017729,47
3,36,153,0.8301250142394565,12
2,51,122,0.8301250040531158,5
5,175,131,0.8293749847216532,72
2,116,151,0.8292187487822957,104
2,150,11,0.8283125042216852,340
3,138,100,0.8282812437828397,468
4,14,132,0.8274999781278893,266
1,145,28,0.8274062438867986,16
3,155,162,0.8266875123808859,41
2,74,148,0.8261249925562879,549
4,51,153,0.8246875032782555,11
4,18,93,0.8246874809265137,63
2,165,110,0.8246250076335855,459
2,88,99,0.8237812221050262,6
5,136,95,0.8234374856692739,144
3,165,160,0.822124999773223,39
5,115,98,0.8218749854713678,39
3,60,132,0.8210625022184104,92
2,134,41,0.8210624918574467,24
5,113,162,0.8206249785725959,144
5,176,170,0.8200000077486038,17
5,115,132,0.8184374775737524,85
2,108,168,0.8181874934525695,272
2,83,43,0.8174375017406419,133
1,116,153,0.8174375012749806,108
3,136,125,0.8172500069485977,226
2,145,11,0.8165312518831342,215
3,154,103,0.8160937540087616,389
1,154,123,0.8160625034797704,72
4,39,85,0.815625018440187,17
4,0,58,0.8156249988824129,28
4,27,162,0.8156249858438969,56
2,124,123,0.8156249672174454,4
3,120,43,0.8147187459398992,163
4,76,168,0.8134374851360917,232
2,154,133,0.8129999912343919,13
1,86,167,0.8122812458314002,11
3,51,13,0.8120000033522956,155
3,156,90,0.8094375066721113,100
4,165,63,0.8093749868567102,65
1,18,159,0.8092812376562506,20
4,165,122,0.8087500039837323,29
2,150,10,0.807468751561828,254
2,77,147,0.8067812509834766,28
4,14,148,0.8065624818555079,250
4,116,133,0.8065624814480543,51
1,0,41,0.8065624688751996,2
2,67,10,0.8056562446290627,44
1,150,41,0.8047499936656095,10
3,156,126,0.8039999984903261,70
3,73,171,0.803843735717237,14
3,18,141,0.8029375080368482,274
2,19,127,0.8020312464796007,144
2,33,96,0.8011250330600888,12
1,1,81,0.7991249962797156,87
4,3,128,0.7990625042002648,17
5,73,122,0.7981250025331974,4
4,118,81,0.7978124869405292,152
4,116,103,0.7975000087171793,15
5,176,131,0.7974999975413084,22
4,12,92,0.7974999900907278,45
4,83,43,0.7974999789148569,66
4,150,11,0.7974999770522118,77
5,142,162,0.7971874861395918,170
3,119,63,0.7969687503500609,36
2,175,97,0.7962187596858712,51
2,74,159,0.7958124901924748,184
2,60,122,0.7956875013187528,40
3,120,41,0.7956874981755391,19
4,175,103,0.7956250006100163,116
3,155,147,0.7946250097884331,104
3,76,162,0.7940624996554106,141
1,139,61,0.7938750025932677,85
1,74,28,0.7929687533178367,9
3,121,38,0.7929687414434738,20
5,1,100,0.7921874885796569,61
1,73,72,0.7920624613761902,2
5,77,162,0.7909374957671389,64
2,19,94,0.7902500049676746,80
5,119,101,0.7899999971850775,45
3,136,123,0.7899375078704907,134
2,118,126,0.7899374905973673,53
3,83,71,0.7893437527818605,150
2,117,168,0.7893437371822074,31
3,146,82,0.7891875058994628,214
4,73,41,0.78843754529953,2
4,117,168,0.788437495008111,25
4,116,161,0.7884374922141433,33
4,12,96,0.7884374912828207,39
4,137,38,0.7884374894201756,31
3,1,85,0.7880312576889992,6
6,14,133,0.7856250015320256,20
2,119,133,0.7855937488202471,60
1,136,94,0.785374988525291,32
3,3,0,0.7850000183098018,2
3,116,133,0.7841250010533258,186
4,175,110,0.7837499786401168,122
1,2,97,0.7836250099353492,22
4,75,161,0.7834374886588193,27
1,137,43,0.7830000004614703,125
3,73,0,0.7820937611395493,4
2,119,161,0.7820625096210279,12
3,33,84,0.7811874921899289,51
3,1,96,0.7809999883174896,2
4,165,82,0.7803124795318581,86
5,2,100,0.7799999861745164,36
4,121,22,0.7799999834387563,303
5,120,100,0.779687493108213,104
2,173,103,0.7794062533794204,136
6,165,104,0.7793750036507845,7
4,117,147,0.7793750008568168,9
6,108,151,0.7793749943375587,17
3,119,10,0.7793749902630225,105
4,33,171,0.7793749887496233,12
4,175,104,0.7793749812990427,64
2,77,160,0.7791250000009313,163
5,154,147,0.7787499908008613,97
2,64,127,0.7784687536768615,51
3,111,11,0.7784687509993091,66
4,4,128,0.7781249991385266,17
2,176,141,0.7775625054491684,79
5,138,123,0.775937485974282,78
2,145,168,0.7757499979343265,51
2,176,131,0.7757499938597903,51
2,138,92,0.7748437520931475,92
3,149,97,0.7746249984484166,143
2,83,41,0.7739375124801882,27
1,173,10,0.7739375020028092,253
3,51,132,0.7730312659405172,15
2,137,10,0.773031247779727,278
3,60,45,0.7727812516677659,346
4,0,128,0.7724999980418943,15
5,77,171,0.772187493625097,41
1,4,103,0.7705625094822608,174
5,117,133,0.770312488079071,32
3,146,90,0.7671562445757445,123
3,112,127,0.7666875020368025,113
2,51,128,0.7648750045336783,18
2,137,11,0.7648750019725412,325
3,73,127,0.7630625148303807,6
3,83,94,0.7630625134333968,40
3,112,71,0.7630624884041026,106
1,173,102,0.7623124998062849,12
1,74,41,0.7621562480926514,2
3,27,26,0.761249992530793,13
2,65,95,0.7603437438374385,77
2,121,81,0.7599062582157785,181
1,14,147,0.7598437488195486,541
3,156,123,0.7595937581209,76
1,86,103,0.7594375461339951,2
3,86,43,0.7594374939217232,125
5,165,148,0.7581249864306301,14
2,88,61,0.7576250063139014,46
2,64,133,0.7576250048587099,82
3,73,10,0.7576250043930486,114
2,12,130,0.7576249950216152,194
2,173,98,0.7572187532205135,315
3,145,147,0.7567187532549724,18
2,88,41,0.7558125078794546,13
1,74,159,0.7550000054761767,8
3,146,95,0.7550000014598481,82
2,12,94,0.754000008222647,49
1,175,122,0.7540000006556511,4
1,18,168,0.7539999834843911,30
4,64,159,0.7521875062957406,24
6,137,104,0.7521874951198697,15
4,117,0,0.7521874895319343,7
4,21,41,0.7521874755620956,2
3,51,85,0.7512812651693821,5
2,1,131,0.7512812651693821,23
3,65,123,0.7512812404893339,136
2,77,84,0.7505624890327454,2
2,156,148,0.7496249763062224,17
4,114,140,0.7481249829870649,47
2,75,127,0.7475312544265762,53
6,134,63,0.7471874983748421,23
2,119,132,0.7457812491193181,42
2,75,152,0.7455312496749684,179
2,9,148,0.7449374997522682,256
2,113,160,0.7445937494630925,252
2,19,148,0.7440312544349581,213
2,77,152,0.7431250062945765,73
4,145,159,0.7431249897927046,26
2,73,38,0.7431249897927046,8
4,156,97,0.7431249824585393,91
2,18,94,0.7422187517513521,28
3,136,102,0.7418124994874233,40
1,121,72,0.7413124889135361,5
2,108,152,0.7411562505585607,452
6,14,153,0.7406249906052835,78
2,135,41,0.7404062460409477,26
2,175,95,0.740281252830755,47
5,0,133,0.739999994635582,17
2,18,130,0.7385937451035716,142
1,21,28,0.737687511369586,9
4,87,84,0.7371875019744039,30
5,139,170,0.7371874884702265,81
2,150,92,0.7358749999548309,59
4,150,38,0.7340624956414104,21
1,144,38,0.7331562559120357,18
3,33,128,0.7322499958099797,61
3,155,159,0.7317500009085052,30
1,27,153,0.7313437521224841,65
2,135,94,0.7310312578920275,36
5,175,100,0.7309374929172918,41
2,114,41,0.7304375036619604,11
3,49,132,0.7304374999366701,15
3,77,71,0.7304374983068556,44
1,139,72,0.7286249958560802,34
2,2,133,0.7281875043408945,35
1,4,170,0.7279999852180481,1
4,134,81,0.7278124875738285,332
3,36,122,0.7277187637519091,8
2,65,91,0.7277187491999939,60
3,115,132,0.7275000009685755,63
5,114,140,0.7271874834550545,34
5,175,147,0.7268749885261059,35
3,33,93,0.7268124960828573,62
5,0,103,0.7259374942514114,139
3,76,72,0.7259062592638656,19
3,27,127,0.7259062517550774,203
6,108,162,0.7250000033527613,6
2,165,58,0.724999996193219,153
5,145,151,0.7249999921768904,25
4,134,43,0.7249999810010195,70
2,120,127,0.7248125052428804,27
2,14,130,0.724093742435798,175
5,165,99,0.7240624843398109,59
1,4,129,0.7238750077522127,33
4,145,82,0.7234374835388735,64
2,117,41,0.7231875006691553,29
2,145,125,0.7208750041900203,75
5,137,127,0.7199999894946814,25
3,9,41,0.7195624993764795,163
4,134,126,0.7190624927752651,168
2,2,148,0.7183437589555979,17
2,77,28,0.7159374873153865,15
4,9,133,0.7159374812617898,68
5,156,99,0.7146874889731407,46
3,48,13,0.7141249981359579,120
3,156,95,0.7132187483948655,67
4,1,90,0.713124995236285,50
1,2,162,0.7118437421740964,23
1,4,99,0.7117812553769909,93
1,113,23,0.7114062644541264,10
4,156,82,0.7112499860813841,68
5,175,164,0.7099999915808439,13
3,175,99,0.7096875020652078,93
2,33,161,0.7095937629928812,16
3,51,151,0.7095937472768128,18
3,149,126,0.7092500024591573,112
2,51,45,0.7080937474966049,2
2,87,128,0.7077812455245294,18
4,39,130,0.7068749954923987,19
4,115,28,0.7068749917671084,21
4,138,38,0.7068749908357859,28
5,145,133,0.7068749908357859,42
5,107,103,0.7068749833852053,55
4,65,90,0.7068749805912375,60
4,19,141,0.706874979659915,78
4,135,161,0.7065624897950329,32
3,149,125,0.7064687505480833,146
5,136,122,0.7062499973108061,56
2,12,159,0.7060937548521906,67
1,175,168,0.7059999704360962,1
5,150,123,0.7053124809754081,75
2,88,148,0.7051874960307032,137
1,76,167,0.7050625055562705,12
4,83,81,0.7046874897787347,307
2,86,23,0.7040000086417422,37
1,19,99,0.7032500002533197,4
1,2,93,0.7028124931093771,63
2,114,170,0.7028124885982834,126
5,88,104,0.7025000002468005,37
3,79,43,0.7014375014114194,75
2,117,43,0.7014375010621734,144
4,2,100,0.7009374842746183,45
3,120,72,0.7005312526598573,19
4,145,122,0.6999999834224582,6
2,175,71,0.6996249982621521,50
2,77,168,0.6995312542421743,78
5,155,168,0.6990624917671084,27
2,3,141,0.698875006812159,74
3,120,171,0.6988125024363399,55
4,14,103,0.6978124938905239,35
4,9,26,0.6978124910965562,41
2,51,171,0.6960000093095005,7
2,116,132,0.6960000029066578,89
5,121,97,0.6959374886937439,44
3,5,171,0.6959062428213656,23
2,12,132,0.6957499875570647,173
2,83,0,0.6952500011539087,23
5,88,98,0.6946875051944517,24
5,137,122,0.6943749896017835,36
2,1,10,0.6941875017364509,78
6,14,42,0.6937500173225999,7
3,18,97,0.6932812562445179,41
1,155,11,0.6932812544400804,305
5,134,91,0.6921874897670932,73
5,113,127,0.6921874859835953,66
3,74,147,0.6912187555572018,99
3,79,23,0.6907500030938536,28
1,77,170,0.6906250054016709,13
2,39,153,0.6905624988721684,30
1,175,148,0.6899999916786328,6
3,1,22,0.6897500051418319,542
3,49,151,0.6896562674664892,19
2,115,28,0.6896562392357737,31
2,138,10,0.6887500052107498,258
4,39,151,0.6887499894946814,27
3,12,133,0.6887187486572657,140
5,1,104,0.6884374832152389,88
3,121,94,0.6876250058412552,5
2,165,102,0.6865624947822653,21
3,136,126,0.6860312483477173,131
3,65,91,0.686031240329612,63
4,156,123,0.6859374921186827,65
4,33,31,0.6834374987520278,29
1,150,43,0.6833124929689802,78
3,149,167,0.6829999986803159,16
3,4,141,0.6803749990649521,95
5,137,95,0.680312484211754,80
5,2,127,0.679999977350235,2
4,113,41,0.6796875298023224,2
4,39,161,0.679687513038516,14
3,27,162,0.6796874994179234,98
4,75,28,0.6796874990686774,11
4,1,58,0.6796874972060323,28
4,144,71,0.6796874804422259,74
1,2,123,0.6795000110287219,17
1,74,160,0.6792499999719439,50
2,14,103,0.6778750042431056,47
3,79,151,0.677875001099892,89
2,60,128,0.677875000750646,107
1,18,127,0.6778749965596944,26
1,113,97,0.677531260997057,6
2,33,92,0.6769687506021,14
5,4,141,0.6768749951734208,34
1,88,81,0.675656249964959,19
3,75,132,0.6754062527033966,126
2,145,10,0.675156248093117,145
3,146,170,0.6745937452069484,70
1,175,167,0.6740000247955322,1
3,19,122,0.6726874957676046,91
2,173,129,0.6725312558119185,81
3,36,82,0.6724374874029309,10
5,135,159,0.6721874868380837,49
2,156,81,0.6716562477813568,198
1,0,61,0.6715312782325782,6
6,144,22,0.6712499947170727,68
5,154,131,0.670937491231598,99
1,74,92,0.6706250309944153,2
5,113,103,0.6706250021234155,19
4,119,81,0.670624989666976,45
4,156,71,0.6706249890848994,42
4,1,104,0.6706249853596091,46
4,19,92,0.6706249844282866,42
4,138,11,0.6706249807029963,65
1,121,110,0.670124998447136,824
3,173,109,0.6699062600819161,264
3,138,103,0.6697500049340306,662
2,144,28,0.6697187554673292,114
1,121,61,0.6697187454556115,25
4,19,81,0.669687507324852,11
4,155,95,0.6693749869591556,58
4,156,167,0.669062496162951,16
3,136,90,0.6689687508333009,209
3,145,123,0.6665625011082739,31
5,145,98,0.6665624869638123,97
3,150,63,0.6661562585213687,109
3,155,128,0.6660312582971528,129
4,79,23,0.6649999897927046,22
2,119,148,0.6643124955007806,54
3,154,131,0.6642499975860119,207
2,138,140,0.6635000022652093,42
2,155,103,0.6633125043590553,139
2,120,43,0.6624687443836592,68
4,87,131,0.6615625061094761,17
4,51,171,0.6615625061094761,6
3,60,151,0.6615624945843592,101
2,145,63,0.6607812511210795,46
2,1,13,0.6597500024363399,107
1,19,0,0.6597499847412109,1
3,136,95,0.6589375054172706,121
1,165,38,0.6588437455939129,38
2,86,72,0.6579375043511391,4
2,138,11,0.6579375038854778,309
1,176,98,0.6579374995781109,62
5,155,0,0.6578125013038516,14
3,154,141,0.6576250028447248,106
4,75,162,0.65718749538064,142
2,74,22,0.6561249980004504,31
3,156,63,0.6550624983356101,93
4,146,97,0.6550000025890768,29
2,14,127,0.6547187487303745,916
3,4,131,0.6545937477640109,120
5,83,97,0.6543749934062362,55
3,111,61,0.6534062512801029,85
5,88,151,0.6528124898904935,108
4,60,171,0.6524999896064401,14
4,137,11,0.6524999812245369,66
3,108,167,0.6520312480279244,87
2,176,168,0.6519999951124191,3
2,156,38,0.6506874830229208,18
2,88,43,0.6497812540037557,86
2,155,171,0.649593738373369,15
1,9,170,0.6488749925047159,34
2,146,99,0.6466562497080304,77
3,135,167,0.6457187492196681,50
5,117,162,0.6434375056996942,24
2,18,151,0.6434375011594966,134
3,118,71,0.6434374986565672,96
4,64,162,0.643437497317791,30
4,145,147,0.643437497317791,13
6,144,63,0.6421875039231963,56
1,3,90,0.6420625026803464,187
3,173,98,0.6418125095951837,165
2,51,82,0.6416249722242355,4
5,83,151,0.6412499971920624,170
5,75,133,0.641249987646006,222
3,115,133,0.6405937501403969,147
4,119,127,0.6390624833293259,9
1,144,96,0.6389062504313188,81
2,14,26,0.637999998871237,104
1,137,102,0.6370000048773363,19
3,165,122,0.6354062545724446,89
2,12,151,0.6353749877889641,181
4,118,28,0.6343749985098839,13
3,175,103,0.6338750008435454,155
3,87,127,0.6329062510631047,98
2,87,131,0.6316562463762239,21
2,4,170,0.6309999823570251,1
2,154,81,0.630281248682877,239
2,134,126,0.6297187497839332,215
3,76,90,0.6293437552812975,67
3,156,102,0.6291250068461522,20
5,154,100,0.6287499943864532,177
2,3,168,0.628000020980835,1
2,3,167,0.6269999742507935,1
2,173,170,0.6269999742507935,1
4,156,95,0.6268749859300442,82
3,79,161,0.6262187525862828,47
3,156,163,0.6260625100694597,22
1,137,94,0.6260624967399053,15
5,0,98,0.6256249858997762,71
2,51,93,0.6253125136718154,10
4,74,63,0.6253125118091702,6
4,75,71,0.625312490388751,38
5,112,133,0.6253124820068479,67
3,136,97,0.6244062555924756,110
1,117,152,0.6225937642157078,7
2,14,94,0.6225937564158812,49
3,117,28,0.6216875032987446,33
2,27,162,0.6216875006211922,104
3,79,171,0.6207812505890615,54
3,49,82,0.6207812502980232,4
1,19,103,0.6198749989271164,2
3,51,148,0.6180625017732382,16
1,155,92,0.618062494933838,66
1,155,122,0.6178125125006773,18
2,74,130,0.6171562522649765,14
2,112,147,0.6171562498202547,111
6,115,104,0.6162500279024243,8
4,33,82,0.6162499943748116,3
4,165,92,0.6162499943748116,33
4,117,159,0.6162499906495214,15
4,115,71,0.6162499850615859,53
4,18,130,0.6162499831989408,56
3,165,99,0.6158124993962701,128
3,145,125,0.6152812513755634,54
2,77,126,0.6137500163167715,7
1,149,161,0.6129999886034057,2
1,144,94,0.6128125029063085,67
2,74,11,0.6126250040833838,103
2,119,23,0.612500004528556,70
2,0,127,0.6119999904185534,4
2,0,28,0.6117187622003257,5
5,120,151,0.611249988549389,53
5,74,0,0.6112499855807982,265
2,120,41,0.610812496393919,7
1,175,81,0.6106562488275813,141
4,136,126,0.6103124920045957,158
3,77,94,0.6100000143051147,1
4,149,161,0.6099999882280827,14
3,60,0,0.6099062617868185,13
1,74,43,0.6099062515422702,20
4,115,152,0.6090624885982834,74
1,2,95,0.608781254151836,19
3,115,161,0.6083437487250194,34
5,156,168,0.608124990016222,27
5,175,160,0.608124990016222,39
4,74,82,0.6071874964982271,28
4,112,168,0.6071874834597111,62
2,146,127,0.6069999933242798,2
5,77,160,0.6065624922630377,53
5,154,141,0.6065624892362393,50
1,18,94,0.6062812460586429,12
2,115,162,0.6061875025334302,105
4,1,82,0.605312492698431,48
4,146,95,0.6050000108662061,30
3,145,97,0.6042812576633878,42
4,74,0,0.6037500016973354,82
1,73,61,0.6035624973010272,10
4,3,160,0.6034374888986349,13
3,75,63,0.6029687387199374,54
2,119,127,0.6020625089295208,10
3,39,26,0.6008437611162663,9
3,115,171,0.60078125144355,43
3,77,168,0.6003437532344833,46
2,33,153,0.599937497638166,26
2,114,23,0.5997499991644872,243
4,173,97,0.5996874899137765,65
3,76,41,0.5990312728099525,19
3,149,95,0.5989062571607064,105
4,121,38,0.59812499769032,14
4,136,41,0.5981249939650297,14
4,87,128,0.5981249921023846,15
4,12,93,0.5981249865144491,50
5,115,148,0.5981249847100116,74
1,112,99,0.5981249809265137,2
5,136,102,0.5978124919347465,33
2,76,147,0.5975312524678884,249
4,146,90,0.5974999862955883,100
3,36,85,0.5972187607549131,10
2,117,160,0.5972187528968789,36
3,19,0,0.5970937527599744,16
3,4,160,0.5969687517499551,48
3,165,148,0.5959687484864844,20
4,136,81,0.5956249948358163,289
3,112,168,0.5954062411328778,41
2,165,97,0.5938437505392358,106
3,112,162,0.5935937468311749,52
2,121,38,0.592687516589649,16
2,114,72,0.5926875058212318,11
3,108,170,0.5925937527499627,76
1,154,82,0.5925937512802193,113
2,112,41,0.5917812511324883,6
3,149,90,0.591406257924973,136
1,165,0,0.5910937576554716,8
3,1,58,0.5908750033704564,40
3,64,147,0.590875000692904,31
1,74,152,0.5907500067260116,14
5,138,127,0.5899999942630529,13
4,33,85,0.5890625203028321,10
5,117,0,0.589062511920929,8
3,39,132,0.5890624956227839,39
4,39,148,0.5890624914318323,22
4,39,0,0.5890624895691872,4
5,73,147,0.5890624886378646,37
3,118,41,0.5881562653230503,19
2,76,168,0.5866250033432152,423
4,2,151,0.5865624942816794,22
3,150,10,0.5863437567022629,211
1,3,104,0.5863437524531037,148
5,83,133,0.5859374912688509,150
2,60,171,0.5854375018971041,22
1,154,125,0.584968753712019,55
2,120,23,0.5847812547872309,118
3,134,94,0.5845312629826367,22
3,14,110,0.5836249850690365,15
5,4,131,0.5831249888287857,53
3,12,127,0.5827187484828755,159
2,4,100,0.5822500021895394,73
1,4,159,0.5820000171661377,1
1,14,170,0.5818749943719013,267
3,79,132,0.5818124908255413,67
4,119,162,0.5809375112294219,32
4,115,147,0.5806249956949614,30
1,173,92,0.5804062537354184,39
3,86,61,0.5800000042654574,50
5,107,159,0.5800000028684735,15
2,9,127,0.5799999994342215,185
4,27,159,0.5799999888986349,36
5,150,140,0.5796874929219484,16
4,144,126,0.5784374866052531,287
4,175,129,0.5768749900744297,38
3,49,148,0.5763750076293945,17
3,136,13,0.5763750055339187,184
1,113,140,0.5762187471409561,142
2,136,71,0.5754687489243224,187
6,154,100,0.5753125054761767,6
3,73,94,0.5750000178813934,2
3,4,133,0.5749999983236194,13
1,2,82,0.5748749887570739,57
1,155,22,0.5747499982389854,691
2,74,171,0.5724375078279991,27
3,154,98,0.5720312541525345,252
3,120,127,0.5715312489628559,70
4,88,61,0.5709375031292439,18
4,114,61,0.5709375012665987,25
3,83,41,0.5709374980651774,24
4,116,171,0.5709374966099858,17
4,73,28,0.5709374910220504,9
4,12,84,0.5709374872967601,45
4,12,141,0.5709374835714698,63
3,150,140,0.5703125045984052,25
2,12,28,0.5695312512980308,273
2,4,128,0.5690625056158751,19
1,154,63,0.569031253704452,78
2,18,132,0.5682187529746443,120
4,0,103,0.5678124914411455,78
4,145,22,0.5678124887053855,235
2,114,160,0.5672187563177431,158
6,83,63,0.5662499951431528,16
3,124,168,0.5656562513613608,164
2,79,130,0.5655000043334439,69
4,146,93,0.5653124956879765,32
2,83,162,0.5637187467364129,144
3,118,43,0.5636875033960678,100
4,2,152,0.5634374869987369,22
2,108,147,0.5626562503457535,113
3,173,103,0.5621562517917482,145
4,74,130,0.5618750024586916,14
1,144,28,0.5618750002468005,30
4,39,132,0.5618749922141433,21
4,119,72,0.5618749912828207,28
4,146,110,0.5618749867426232,66
4,65,100,0.5618749847635627,47
2,135,61,0.5609687480027787,51
2,145,92,0.5609687478281558,20
5,175,128,0.5600000023259781,21
5,175,133,0.5600000005215406,15
5,119,151,0.559687489294447,36
3,142,162,0.5592499997728737,265
3,134,41,0.5591562563204207,22
3,136,11,0.5591562527697533,240
2,65,123,0.5591562467161566,64
2,117,126,0.558187500530039,150
1,173,127,0.5569999953731894,8
3,27,159,0.556437497434672,73
4,120,101,0.5559375152224675,32
4,165,125,0.5556249895016663,77
1,27,170,0.5555312564247288,16
1,176,99,0.5555312520591542,79
3,115,71,0.5555312441429123,75
2,74,94,0.5549062639474869,2
3,154,129,0.5546249960025307,165
3,18,168,0.5538750043779146,202
4,120,61,0.5528124962002039,20
6,64,84,0.5528124906122684,4
4,121,11,0.5528124840930104,59
4,112,152,0.5528124840930104,59
4,146,123,0.5525000034249388,21
2,175,123,0.5521562526701018,36
1,0,94,0.5519999861717224,1
3,39,151,0.5491874996223487,45
3,150,93,0.5489687521039741,76
4,4,171,0.5484375050291419,15
5,154,128,0.5481249991571531,51
5,107,133,0.5481249865260907,65
2,144,94,0.5478125055669807,83
2,76,160,0.5470937477075495,876
1,154,0,0.5469999944325536,6
2,144,41,0.5464687463245355,71
3,115,148,0.5447812556521967,69
3,19,97,0.5446562502766028,74
4,33,161,0.5437500234693289,10
4,33,130,0.5437500067055225,13
2,165,104,0.5437499994877726,175
4,27,94,0.5437499983236194,25
4,113,22,0.5437499899417162,35
